CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_ADDRESS1;EMPLOYER_ADDRESS2;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAIC_CODE;TOTAL WORKERS;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_WAGE_SOURCE;PW_WAGE_SOURCE_YEAR;PW_WAGE_SOURCE_OTHER;WAGE_RATE_OF_PAY;WAGE_UNIT_OF_PAY;H-1B_DEPENDENT;WILLFUL VIOLATOR;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE;;;;
I-200-15196-563246;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/16/2015;07/15/2018;NTT DATA, INC.;NTT DATA, INC.;5 INDEPENDENCE WAY, SUITE 220;PRINCETON;NJ;8540;UNITED STATES OF AMERICA;N/A;6468107432;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;76669.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;76669.00 - 120000.00;Year;N;N;JACKSONVILLE;DUVAL;FL;32256;;;;
I-200-15196-564054;CERTIFIED;29.07.2015;04.08.2015;H-1B;12/29/2015;12/28/2018;EPIC SYSTEMS CORPORATION;1979 MILKY WAY;;VERONA;WI;53593;UNITED STATES OF AMERICA;;6082719000;;;;;SOFTWARE DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541512;5;Y;55890.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;70000 - 200000;Year;N;N;VERONA;DANE;WI;53593;;;;
I-200-15196-564429;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/16/2015;07/16/2018;DELOITTE CONSULTING LLP;1700 MARKET STREET;SUITE 320;PHILADELPHIA;PA;19103;UNITED STATES OF AMERICA;N/A;2152462300;;ISHA ATASSI;NEW YORK;NY;SENIOR CONSULTANT;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;54161;15;Y;59550.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;100000.00 - 158000.00;Year;N;N;BENTONVILLE;BENTON;AR;72716;;;;
I-200-15196-564609;CERTIFIED;22.07.2015;28.07.2015;H-1B;10.01.2015;09/30/2018;FOVA INC.;200 FIFTH AVENUE;N/A;NEW YORK;NY;10010;UNITED STATES OF AMERICA;N/A;2125461994;;MATTHEW DUNN;NEW YORK;NY;COPYWRITER;27-3043;WRITERS AND AUTHORS;541810;1;Y;64376.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;65000 - 85000;Year;N;N;NEW YORK;NEW YORK;NY;10010;;;;
I-200-15196-565380;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/27/2015;07/26/2018;NETFLIX, INC.;100 WINCHESTER CIRCLE;N/A;LOS GATOS;CA;95032;UNITED STATES OF AMERICA;N/A;4085403395;;ALEJANDRA ZAPATERO;ARLINGTON;VA;SENIOR SECURITY ENGINEER;15-1122;INFORMATION SECURITY ANALYSTS;515210;1;Y;133453.00;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;133453.00 -;Year;N;N;LOS GATOS;SANTA CLARA;CA;95032;;;;
I-200-15196-565592;CERTIFIED-WITHDRAWN;21.07.2015;11.08.2015;H-1B;07/21/2015;07/20/2018;HHS TEXAS MANAGEMENT, LP;4888 LOOP CENTRAL DRIVE;SUITE 300;HOUSTON;TX;77081;UNITED STATES OF AMERICA;;7137701102;;RANDALL HULME;ADDISON;TX;LEAD QUALITY ASSURANCE ANALYST;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;52411;1;Y;89024.00;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;90714.00 -;Year;N;N;BROOKFIELD;WAUKESHA;WI;53005;;;;
I-200-15196-565809;CERTIFIED;16.07.2015;22.07.2015;H-1B;07/16/2015;07.12.2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;70034;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;83500 -;Year;Y;N;TUKWILA;KING;WA;98168;;;;
I-200-15196-566247;CERTIFIED;15.07.2015;21.07.2015;H-1B;10.01.2015;09/30/2018;IRIS SOFTWARE, INC.;200 METROPLEX DRIVE;SUITE 300;EDISON;NJ;8817;UNITED STATES OF AMERICA;;7323930034;;VAMAN KIDAMBI;TRUMBULL;CT;TECHNICAL RECRUITER;13-1071;HUMAN RESOURCES SPECIALISTS;541511;1;Y;57283.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;57283.00 -;Year;Y;N;EDISON;MIDDLESEX;NJ;8817;;;;
I-200-15196-566420;CERTIFIED;15.07.2015;21.07.2015;H-1B;09/15/2015;09/14/2016;UNIVERSITY OF CALIFORNIA, BERKELEY;BERKELEY INTERNATIONAL OFFICE;2299 PIEDMONT AVENUE;BERKELEY;CA;94720;UNITED STATES OF AMERICA;;5106432818;;;;;ASSISTANT PROJECT SCIENTIST;19-1021;BIOCHEMISTS AND BIOPHYSICISTS;611310;1;Y;49400;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;53100 -;Year;N;N;BERKELEY;ALAMEDA;CA;94720;;;;
I-200-15196-566593;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/23/2015;09/14/2016;C-VISION INC;3150 LIVERNOIS ROAD;SUITE 140;TROY;MI;48083;UNITED STATES OF AMERICA;;2486192062;;;;;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541519;1;Y;68411.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;69120.00 -;Year;Y;N;REDMOND;KING;WA;98052;;;;
I-200-15196-567119;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;SURYA SYSTEMS INC;ONE NESHAMINY INTERPLEX DR.;SUITE 101;TREVOSE;PA;19053;UNITED STATES OF AMERICA;N/A;2157813566;;NAVDEEP MEAMBER;SANTA CLARA;CA;PROGRAMMER  ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;60570.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;72000.00 -;Year;Y;N;OAKBROOK TERRACE;DUPAGE;IL;60181;;;;
I-200-15196-567440;CERTIFIED;27.07.2015;31.07.2015;H-1B;12.04.2015;12.03.2018;SPECTRUM HEALTH SYSTEM;100 MICHIGAN STREET, N.E.;MC075;GRAND RAPIDS;MI;49503;UNITED STATES OF AMERICA;N/A;6163911372;;CHRISTIE SCHLEGEL;KALAMAZOO;MI;APPLICATIONS SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;622110;1;Y;59717.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;66560 -;Year;N;N;GRAND RAPIDS;KENT;MI;49512;;;;
I-200-15196-567607;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;FUJITSU AMERICA, INC.;2821 TELECOM PARKWAY;;RICHARDSON;TX;75082;UNITED STATES OF AMERICA;;8009446055;;DUSTIN O'QUINN;DALLAS;TX;DATABASE ADMINISTRATOR;15-1141;DATABASE ADMINISTRATORS;541510;6;Y;82756.00;Year;;Other;2015;RADFORD GLOBAL TECHNOLOGY SURVEY;82756.00 -;Year;N;N;SUNNYVALE;SANTA CLARA;CA;94085;;;;
I-200-15196-568157;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/20/2015;07/20/2018;NEW YORK TECHNOLOGY PARTNERS, INC.;332 JEFFERSON ROAD;;ROCHESTER;NY;14623;UNITED STATES OF AMERICA;;2016800200;7013;REBECCA OROCHENA;JERSEY CITY;NJ;DATABASE ADMINISTRATOR;15-1141;DATABASE ADMINISTRATORS;541511;1;Y;52478.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;66000 -;Year;Y;N;RICHARDSON;DALLAS;TX;75082;;;;
I-200-15196-568460;CERTIFIED;17.07.2015;23.07.2015;H-1B;07/17/2015;01.08.2017;USM BUSINESS SYSTEMS, INC.;14175 SULLY FIELD CIRCLE;SUITE 400;CHANTILLY;VA;20151;UNITED STATES OF AMERICA;N/A;7032630855;;MICHELLE SHEPARD;WOBURN;MA;ORACLE PL/SQL DEVELOPER;15-1131;COMPUTER PROGRAMMERS;561300;1;Y;57075;Year;Level II;Other;2015;OFLC ONLINE DATA CENTER;60000 -;Year;Y;N;ANN ARBOR;WASHTENAW;MI;48108;;;;
I-200-15196-568748;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;WIPRO LIMITED;2 TOWER CENTER BLVD;SUITE 2200;EAST BRUNSWICK;NJ;8816;UNITED STATES OF AMERICA;N/A;7325091586;;CHRISTA MINNICK;TROY;MI;LEAD ENGINEER;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;2;Y;92290;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;92290 -;Year;Y;N;SUNNYVALE;SANTA CLARA;CA;94085;;;;
I-200-15196-569954;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/20/2015;07/19/2018;CSC CONSULTING, INC.;3170 FAIRVIEW PARK DRIVE;SUITE 617;FALLS CHURCH;VA;22042;UNITED STATES OF AMERICA;;7036413018;;Juan Flamand;PHOENIX;AZ;PRINCIPAL: CLIENT RELATIONSHIP EXECUTIVE;Nov 22;SALES MANAGERS;541519;1;Y;149469;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;149469 -;Year;N;N;CINCINNATI;HAMILTON;OH;45242;;;;
I-200-15196-570099;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/20/2015;12/30/2016;REVISION TECHNOLOGIES INC;2509  PARK AVE;SUITE #B1;SOUTH PLAINFIELD;NJ;7080;UNITED STATES OF AMERICA;;7322619239;105;;;;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541512;1;Y;61630;Year;Level II;Other;2015;OFLC ONLINE DATA CENTER;65000 - 75000;Year;N;N;BEAVERTON;WASHINGTON;OR;97006;;;;
I-200-15196-570308;CERTIFIED;16.07.2015;22.07.2015;H-1B;10.01.2015;09/30/2018;ALLIANT CREDIT UNION;11545 W. TOUHY AVE;SUITE 320;CHICAGO;IL;60666;UNITED STATES OF AMERICA;N/A;7734622177;;KAREN SELKING;CHICAGO;IL;SENIOR SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;522130;1;Y;105102;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;110000 - 120000;Year;N;N;CHICAGO;COOK;IL;60666;;;;
I-200-15196-570322;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/16/2015;07/15/2018;WIPRO LIMITED;2 TOWER CENTER BLVD;SUITE 2200;EAST BRUNSWICK;NJ;8816;UNITED STATES OF AMERICA;N/A;7325091586;;LKJ PARK;MINNEAPOLIS;MN;LEAD ENGINEER;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;1;Y;67413.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;67413 -;Year;Y;N;COLLIERVILLE;SHELBY;TN;38017;;;;
I-200-15196-570627;CERTIFIED;27.07.2015;31.07.2015;H-1B;08.01.2015;04.01.2018;ARTERIOCYTE, INC.;7100 EUCLID AVENUE;SUITE 150;CLEVELAND;OH;44103;UNITED STATES OF AMERICA;;5084978961;;STACI JENKINS;CINCINNATI;OH;SENIOR LAB ASSOCIATE;19-4021;BIOLOGICAL TECHNICIANS;541710;1;Y;45365.00;Year;Level II;Other;2015;OFLC ONLINE DATA CENTER;65000 -;Year;N;N;HOPKINTON;MIDDLESEX;MA;1748;;;;
I-200-15196-571153;CERTIFIED;16.07.2015;22.07.2015;H-1B;10.01.2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;76003;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;76500 -;Year;Y;N;WILLMINGTON;NEW CASTLE;DE;19801;;;;
I-200-15196-571510;CERTIFIED-WITHDRAWN;15.07.2015;10.08.2015;H-1B;08.03.2015;08.02.2018;VMWARE, INC.;3401 HILLVIEW AVE;SUITE 320;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;N/A;5128133194;;JACQUELYN MARONEY;AUSTIN;TX;MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;135635.00;Year;Level II;Other;2015;RADFORD GLOBAL TECHNOLOGY SURVEY;170000.00 -;Year;N;N;SAN FRANCISCO;SAN FRANCISCO;CA;94107;;;;
I-200-15196-571805;CERTIFIED;16.07.2015;22.07.2015;H-1B;08.03.2015;08.02.2018;NUVEEN INVESTMENTS, INC;2049 CENTURY PARK EAST;16TH FLOOR;LOS ANGELES;CA;90067;UNITED STATES OF AMERICA;;3105578457;;YEU HONG;LOS ANGELES;CA;APPLICATION DEVELOPER;15-1121;COMPUTER SYSTEMS ANALYSTS;523920;1;Y;83450.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;90000 -;Year;N;N;CHICAGO;COOK COUNTY;IL;60606;;;;
I-200-15196-573172;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/15/2018;UST GLOBAL INC.;20 ENTERPRISE, 4TH FLOOR;;ALISO VIEJO;CA;92656;UNITED STATES OF AMERICA;;9496005566;;NAVNEET CHUGH;CERRITOS;CA;TEST ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;52520;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;60800 -;Year;Y;N;BENTONVILLE;BENTON;AR;72716;;;;
I-200-15196-574642;CERTIFIED;15.07.2015;21.07.2015;H-1B;08.03.2015;07/14/2018;STATE UNIVERSITY OF NEW YORK AT BUFFALO;117 CARY HALL;OFFICE OF GRADUATE MEDICAL EDUCATION;BUFFALO;NY;14214;UNITED STATES OF AMERICA;N/A;7168292012;;OSCAR BUDDE;BUFFALO;NY;MEDICAL RESIDENT PGY-1;29-1069;PHYSICIANS AND SURGEONS, ALL OTHER;611310;1;Y;44735;Year;Level II;Other;2014;AAMC SURVEY OF RESIDENT/FELLOW STIPENDS AND BENEFITS;47940 -;Year;N;N;BUFFALO;ERIE;NY;14222;;;;
I-200-15196-575934;CERTIFIED;15.07.2015;21.07.2015;H-1B;09/23/2015;09/22/2018;TECHNOZANT LLC;11675 JOLLYVILLE ROAD;SUITE # 116;AUSTIN;TX;78759;UNITED STATES OF AMERICA;;5122154210;1;JOCELYNE LEW;FOSTER CITY;CA;COMPUTER SYSTEM ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;57200.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;57200 - 57200;Year;N;N;LITTLE ROCK;PULASKI;AR;72201;;;;
I-200-15196-576134;WITHDRAWN;15.07.2015;16.07.2015;H-1B;09/29/2015;09/28/2018;EAST TEXAS MEDICAL CENTER;1000 S. BECKHAM;SUITE 320;TYLER;TX;75701;UNITED STATES OF AMERICA;N/A;9035318019;;SHERRY NEAL;CINCINNATI;OH;PHYSICAL THERAPIST;29-1123;PHYSICAL THERAPISTS;622110;1;Y;38.84;Hour;Level II;OES;2015;OFLC ONLINE DATA CENTER;40.11 - 47.81;Hour;N;N;TYLER;SMITH COUNTY;TX;75701;;;;
I-200-15196-576337;CERTIFIED;25.08.2015;31.08.2015;H-1B;08/25/2015;07/14/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083;;VIC GOEL;RESTON;VA;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;61194.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;66000 -;Year;Y;N;MOORESTOWN;BURLINGTON;NJ;8057;;;;
I-200-15196-576390;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;SSIT SOLUTIONS, LLC;1406 MAIN STREET;N/A;EAST HARTFORD;CT;6108;UNITED STATES OF AMERICA;N/A;9174420449;;HAROLD LAMBOLEY;HAMDEN;CT;SYSTEM TESTER;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;1;Y;58178.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;75000.00 -;Year;N;N;SACRAMENTO;SACRAMENTO;CA;95827;;;;
I-200-15196-577313;CERTIFIED;23.07.2015;29.07.2015;H-1B;09/30/2015;09/29/2018;ECCENTEX CORPORATION;6101 W. CENTINELA AVENUE;SUITE 110;CULVER CITY;CA;90230;UNITED STATES OF AMERICA;;8664322368;;THEODORE BEHLENDORF;LOS ANGELES;CA;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541519;3;Y;71510.00;Year;Level I;Other;2015;OFLC ONLINE DATA CENTER;77500 -;Year;N;N;CULVER CITY;LOS ANGELES;CA;90230;;;;
I-200-15196-577621;CERTIFIED;27.07.2015;31.07.2015;H-1B;08.01.2015;07/31/2018;INTERSECTIONS, INC.;3901 STONECROFT BOULEVARD;N/A;CHANTILLY;VA;20151;UNITED STATES OF AMERICA;N/A;7034886100;;DANIEL WILLIAMSON;WASHINGTON;DC;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;523930;1;Y;120349.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;140000 -;Year;N;N;SANTA CLARA;SANTA CLARA;CA;95054;;;;
I-200-15196-578084;CERTIFIED;15.07.2015;21.07.2015;H-1B;10.01.2015;10.01.2018;SMART WORKS, LLC;55 CARTER DR.,;SUITE:107;EDISON;NJ;8817;UNITED STATES OF AMERICA;N/A;7329858800;129;HAESUNG HAN;WASHINGTON;DC;SOFTWARE DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;54151;1;Y;100360.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;100360.00 -;Year;Y;N;FREEMONT;ALAMEDA;CA;94538;;;;
I-200-15196-578361;CERTIFIED;15.07.2015;21.07.2015;H-1B;09/15/2015;09/14/2018;MEDICAL FOUNDATION OFCENTRAL MISSISSIPPI;1151 NORTH STATE STREET SUITE 504;SUITE A;JACKSON;MS;39202;UNITED STATES OF AMERICA;;6012924261;;BARRY WALKER;TUPELO;MS;INTERNAL MEDICINE PHYSICIAN-HOSPITALIST;19-1042;MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS;621111;1;Y;53685.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;240000.00 -;Year;N;N;JACKSON;HINDS;MS;39202;;;;
I-200-15196-580139;CERTIFIED;16.07.2015;22.07.2015;H-1B;01.02.2016;01.01.2019;KPMG LLP;717 NORTH HARWOOD STREET;SUITE 3100;DALLAS;TX;75201-6585;UNITED STATES OF AMERICA;N/A;2148406580;;LAUREN MULLEN;TORONTO;NY;SENIOR ASSOCIATE;13-2051;FINANCIAL ANALYSTS;54121;1;Y;94640.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;94640 - 145000;Year;N;N;NEW YORK;NEW YORK;NY;10154;;;;
I-200-15196-581663;CERTIFIED;16.07.2015;22.07.2015;H-1B;08.03.2015;08.02.2018;NII FOODS LLC;3038 INDUSTRY STREET;BRYAN HALL 108, PO BOX 645110;OCEANSIDE;CA;92054;UNITED STATES OF AMERICA;N/A;9515667800;;SYLVIA MONTAN;NEW YORK;NY;MARKETING SPECIALIST;13-1161;MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS;4244;1;Y;35922.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;48000 -;Year;N;N;OCEANSIDE;SAN DIEGO;CA;92054;;;;
I-200-15196-582086;CERTIFIED;15.07.2015;21.07.2015;H-1B;12.12.2015;12.11.2018;DBCOM CONSULTING, INC.;2 RESEARCH WAY;N/A;PRINCETON;NJ;8540;UNITED STATES OF AMERICA;;6097519965;;SHEETAL PATEL;EDISON;NJ;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;76357.00;Year;Level II;Other;2015;OFLC ONLINE DATA CENTER;80000.00 -;Year;N;N;PRINCETON;MERCER;NJ;8540;;;;
I-200-15196-582316;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/15/2018;AVCO CONSULTING INC;38 FRONT ST;UNIT # 4;WORCESTER;MA;1608;UNITED STATES OF AMERICA;N/A;5087522040;;SAMUEL ALEMU;SCHAUMBURG;IL;SOFTWARE ENGINEER / PROGRAMMER ANALYST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;69160.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;81765 -;Year;Y;N;WORCESTER;WORCESTER;MA;1608;;;;
I-200-15196-582403;CERTIFIED;15.07.2015;21.07.2015;H-1B;08.05.2015;08.05.2018;ERNST & YOUNG U.S. LLP;200 PLAZA DRIVE;SUITE 2222;SECAUCUS;NJ;7094;UNITED STATES OF AMERICA;;2018723003;;MARC WALSH;TORONTO;;TAX SENIOR;13-2011;ACCOUNTANTS AND AUDITORS;541211;1;Y;66144;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;77500 -;Year;N;N;HOUSTON;HARRIS;TX;77010;;;;
I-200-15196-582838;CERTIFIED;05.08.2015;11.08.2015;H-1B;08.05.2015;07/14/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083;;VIC GOEL;RESTON;VA;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;55578.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;63500 -;Year;Y;N;CLEVELAND;CUYAHOGA;OH;44122;;;;
I-200-15196-582966;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/26/2015;07/24/2018;INFOSYS LIMITED;6100 TENNYSON PARKWAY;SUITE 200;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;;;;TECHNOLOGY LEAD - US;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;63232;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;73927 -;Year;Y;N;IOWA CITY;JOHNSON;IA;52243-0168;;;;
I-200-15196-583293;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/27/2015;07/26/2018;EGENCIA LLC;333 108TH AVENUE NE;N/A;BELLEVUE;WA;98004;UNITED STATES OF AMERICA;N/A;4256797200;;MARGRET ANN GONZALES;SAN FRANCISCO;CA;SOFTWARE DEVELOPMENT ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;5415;1;Y;101088;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;101088 - 121400;Year;N;N;BELLEVUE;KING;WA;98004;;;;
I-200-15196-583378;CERTIFIED;03.09.2015;10.09.2015;H-1B;09/25/2015;09/24/2018;AB SCIEX LLC;500 OLD CONNECTICUT PATH;N/A;FRAMINGHAM;MA;1701;UNITED STATES OF AMERICA;N/A;6506312644;;DYANN DELVECCHIO;BOSTON;MA;APPLICATION SCIENTIST, OMICS AND BIOPHARMA;19-1021;BIOCHEMISTS AND BIOPHYSICISTS;334516;1;Y;72842.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;72842.00 - 98000.00;Year;N;N;REDWOOD CITY;SAN MATEO;CA;94065;;;;
I-200-15196-583740;CERTIFIED;22.07.2015;28.07.2015;H-1B;07/23/2015;07/15/2018;HCL AMERICA, INC.;330 POTRERO AVENUE;SUITE 22;SUNNYVALE;CA;94085;UNITED STATES OF AMERICA;;4087330480;;MICHELLE SHEPARD;WOBURN;MA;PROJECT MANAGER  III;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;74298.00;Year;Level III;Other;2015;OFLC ONLINE DATA CENTER;74298 - 94000;Year;Y;N;OAK BROOK;DU PAGE;IL;60523;;;;
I-200-15196-584226;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07.10.2018;SCOPUS CONSULTING GROUP INC.;196 WEST ASHLAND STREET,;SUITE# 203;DOYLESTOWN;PA;18901;UNITED STATES OF AMERICA;;4086651916;;JACQUELYN MARONEY;AUSTIN;TX;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;75941;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;76000 -;Year;Y;N;TIMONIUM;BALTIMORE;MD;21093;;;;
I-200-15196-584624;CERTIFIED-WITHDRAWN;15.07.2015;05.08.2015;H-1B;07/22/2015;08/17/2016;IBM INDIA PRIVATE LIMITED;3039 CORNWALLIS ROAD;N/A;DURHAM;NC;27709;UNITED STATES OF AMERICA;N/A;9192541127;;Rebecca Van Uitert;CHICAGO;IL;SENIOR SOFTWARE ENGINEER;15-1131;COMPUTER PROGRAMMERS;541510;1;Y;42245;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;71319 -;Year;N;N;MONROE;OUACHITA;LA;71202;;;;
I-200-15196-585923;CERTIFIED;15.07.2015;21.07.2015;H-1B;08.10.2015;08.10.2018;MENTORUS GLOBAL LLC;400 E. PRATT ST.,;STE 800;BALTIMORE;MD;21202;UNITED STATES OF AMERICA;;4437593281;2783;JAMES GOTCHER;CALABASAS HILLS;CA;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;59717;Year;Level I;Other;2015;OFLC ONLINE DATA CENTER;65000 -;Year;N;N;FALLSINGTON;BUCKS;PA;19054;;;;
